id,Gender,Age,purpose_of_travel,Type of Travel,Type Of Booking,Hotel wifi service,Departure/Arrival  convenience,Ease of Online booking,Hotel location,Food and drink,Stay comfort,Common Room entertainment,Checkin/Checkout service,Other service,Cleanliness,satisfaction
37180,Female,12,academic,Personal Travel,Individual/Couple,3,4,3,2,1,1,1,3,4,1,neutral or dissatisfied
32440,Female,40,tourism,Group Travel,Group bookings,3,3,3,2,5,4,5,2,1,5,neutral or dissatisfied
36258,Male,27,tourism,Group Travel,Individual/Couple,1,4,1,3,5,1,5,4,4,5,neutral or dissatisfied
29354,Female,44,academic,Group Travel,Individual/Couple,5,3,5,5,3,4,4,2,4,4,satisfied
58395,Male,43,aviation,Group Travel,Group bookings,5,5,5,5,3,5,5,5,5,4,satisfied
14041,Male,44,tourism,Group Travel,Group bookings,4,4,4,4,4,4,5,5,5,3,satisfied
112241,Male,34,aviation,Group Travel,Group bookings,2,2,2,2,5,5,5,5,3,5,satisfied
36855,Male,36,personal,Group Travel,Individual/Couple,2,4,4,4,2,2,2,3,4,2,neutral or dissatisfied
65262,Male,19,tourism,Group Travel,Not defined,2,2,1,1,2,2,2,2,4,2,neutral or dissatisfied
38968,Male,30,tourism,Group Travel,Group bookings,0,0,0,4,4,2,4,1,5,4,satisfied
60249,Male,15,tourism,Personal Travel,Individual/Couple,1,4,1,5,1,1,1,4,4,1,neutral or dissatisfied
43922,Female,69,academic,Personal Travel,Individual/Couple,1,3,1,3,2,3,1,2,1,3,neutral or dissatisfied
121936,Female,42,academic,Personal Travel,Not defined,3,1,1,4,5,3,3,2,3,3,neutral or dissatisfied
35240,Female,40,academic,Group Travel,Individual/Couple,4,3,3,3,4,4,4,4,4,4,satisfied
112227,Female,25,business,Personal Travel,Individual/Couple,2,4,2,4,2,2,2,5,2,2,neutral or dissatisfied
70805,Female,41,business,Group Travel,Group bookings,3,3,5,3,5,5,5,5,5,3,satisfied
36577,Female,25,academic,Group Travel,Individual/Couple,5,5,5,1,1,1,1,3,3,1,satisfied
51753,Female,43,aviation,Personal Travel,Individual/Couple,4,5,4,1,5,5,1,3,1,3,neutral or dissatisfied
19204,Male,25,personal,Group Travel,Not defined,5,2,1,1,5,5,5,3,2,5,satisfied
122558,Male,42,tourism,Personal Travel,Individual/Couple,2,4,2,4,2,2,2,2,4,2,neutral or dissatisfied
81040,Male,47,business,Group Travel,Group bookings,2,4,4,4,3,3,2,2,2,3,neutral or dissatisfied
32110,Female,27,business,Group Travel,Individual/Couple,1,0,1,1,3,2,3,3,3,3,neutral or dissatisfied
83680,Male,42,tourism,Group Travel,Group bookings,4,3,4,4,4,4,3,4,3,3,satisfied
70013,Male,15,academic,Personal Travel,Not defined,2,4,2,5,4,4,4,3,5,4,neutral or dissatisfied
56555,Male,44,business,Group Travel,Group bookings,1,1,1,1,4,4,4,4,4,5,satisfied
44907,Male,27,tourism,Group Travel,Group bookings,3,4,4,4,3,3,3,1,2,3,neutral or dissatisfied
75108,Male,66,academic,Personal Travel,Group bookings,1,4,1,3,3,4,4,3,4,3,neutral or dissatisfied
77619,Female,30,business,Group Travel,Group bookings,1,1,1,3,4,4,4,3,4,4,neutral or dissatisfied
76767,Female,40,tourism,Group Travel,Group bookings,2,2,2,2,2,4,5,4,5,4,satisfied
54695,Female,44,tourism,Group Travel,Group bookings,1,2,2,2,1,4,1,4,1,1,neutral or dissatisfied
37780,Female,43,tourism,Group Travel,Not defined,4,4,4,4,4,5,4,1,4,1,satisfied
50067,Female,45,aviation,Group Travel,Group bookings,2,5,5,5,1,1,4,1,4,1,neutral or dissatisfied
94027,Female,47,academic,Group Travel,Group bookings,4,4,1,4,2,5,4,5,4,4,satisfied
39334,Male,48,personal,Personal Travel,Not defined,3,5,3,3,3,3,3,5,4,3,neutral or dissatisfied
85716,Female,47,business,Group Travel,Group bookings,3,3,3,3,3,5,4,5,4,4,satisfied
78543,Male,47,aviation,Personal Travel,Individual/Couple,4,5,5,3,1,1,1,3,4,1,neutral or dissatisfied
52079,Female,29,personal,Group Travel,Group bookings,5,5,3,5,4,4,4,2,3,4,satisfied
55532,Female,46,business,Group Travel,Individual/Couple,2,3,3,3,2,4,2,2,2,3,neutral or dissatisfied
70988,Male,49,business,Group Travel,Group bookings,5,3,5,5,5,5,4,3,4,5,satisfied
107334,Female,26,business,Group Travel,Group bookings,0,0,0,4,4,4,4,5,5,4,satisfied
4554,Female,30,academic,Group Travel,Group bookings,1,5,5,5,1,1,1,1,2,1,neutral or dissatisfied
70060,Female,59,business,Group Travel,Group bookings,4,4,4,4,5,4,5,3,5,3,satisfied
26051,Female,27,tourism,Group Travel,Individual/Couple,3,2,3,4,5,5,5,3,3,5,neutral or dissatisfied
68959,Male,42,personal,Group Travel,Group bookings,4,4,4,2,2,3,2,3,4,2,satisfied
7071,Male,46,academic,Group Travel,Group bookings,2,2,2,2,2,5,5,4,5,5,satisfied
7379,Male,19,academic,Personal Travel,Individual/Couple,1,1,1,3,4,4,4,4,3,4,neutral or dissatisfied
50661,Male,28,business,Personal Travel,Individual/Couple,2,5,2,3,3,3,3,3,5,3,neutral or dissatisfied
116855,Male,51,academic,Group Travel,Group bookings,3,3,3,3,5,4,5,4,5,4,satisfied
51623,Female,39,personal,Group Travel,Group bookings,4,4,4,5,2,2,2,1,1,2,satisfied
34408,Male,18,academic,Personal Travel,Individual/Couple,3,3,3,4,3,3,3,2,2,3,neutral or dissatisfied
17574,Male,23,academic,Group Travel,Individual/Couple,3,3,3,3,1,1,1,1,4,1,neutral or dissatisfied
93144,Male,52,business,Group Travel,Individual/Couple,3,1,1,1,3,3,3,1,3,3,neutral or dissatisfied
57694,Female,27,business,Group Travel,Group bookings,2,2,2,3,4,4,4,5,5,4,neutral or dissatisfied
44358,Female,51,academic,Group Travel,Individual/Couple,2,5,5,5,4,2,2,5,2,5,satisfied
7036,Female,64,academic,Group Travel,Not defined,4,5,5,5,4,4,4,2,4,2,neutral or dissatisfied
31802,Female,53,aviation,Group Travel,Group bookings,2,2,2,2,2,2,1,2,3,2,satisfied
65297,Female,52,business,Personal Travel,Not defined,3,4,0,3,4,5,5,3,5,3,neutral or dissatisfied
4992,Male,54,academic,Group Travel,Group bookings,4,4,4,4,5,5,3,3,3,3,satisfied
89345,Male,26,aviation,Group Travel,Group bookings,2,4,4,4,2,2,2,3,3,2,neutral or dissatisfied
122923,Female,29,personal,Personal Travel,Group bookings,3,0,3,4,4,4,4,5,4,4,neutral or dissatisfied
125259,Male,37,tourism,Personal Travel,Not defined,3,3,3,1,1,1,1,2,5,1,neutral or dissatisfied
7314,Female,43,tourism,Personal Travel,Not defined,4,3,4,3,3,4,5,4,5,4,neutral or dissatisfied
29371,Male,38,tourism,Group Travel,Group bookings,4,1,3,1,4,4,3,4,3,4,neutral or dissatisfied
12837,Male,36,aviation,Group Travel,Group bookings,2,4,4,4,1,4,2,2,2,1,neutral or dissatisfied
8586,Male,31,aviation,Personal Travel,Individual/Couple,5,3,5,4,5,2,5,2,3,5,satisfied
107588,Female,54,tourism,Group Travel,Group bookings,2,2,2,2,5,5,5,4,5,4,satisfied
72435,Male,57,academic,Group Travel,Group bookings,3,3,3,3,4,5,4,5,4,4,satisfied
122791,Female,49,academic,Group Travel,Group bookings,4,4,3,4,3,5,4,3,4,3,satisfied
67659,Female,34,business,Group Travel,Group bookings,5,5,5,5,5,4,4,5,4,3,satisfied
48320,Male,22,tourism,Group Travel,Individual/Couple,5,5,5,2,5,5,5,1,2,5,satisfied
43900,Female,12,aviation,Personal Travel,Individual/Couple,1,5,0,2,1,1,1,4,4,1,neutral or dissatisfied
9203,Male,10,aviation,Personal Travel,Individual/Couple,2,4,0,3,5,2,5,3,4,5,neutral or dissatisfied
95837,Male,47,tourism,Group Travel,Group bookings,5,5,5,5,2,5,4,4,4,5,satisfied
45313,Male,33,tourism,Group Travel,Individual/Couple,2,1,2,4,3,3,3,1,3,3,neutral or dissatisfied
106988,Female,52,business,Personal Travel,Individual/Couple,2,4,2,4,2,5,5,3,5,3,neutral or dissatisfied
67056,Female,51,academic,Group Travel,Group bookings,4,4,4,4,3,5,4,5,4,4,satisfied
61418,Female,12,academic,Group Travel,Individual/Couple,2,3,3,4,3,3,3,3,4,3,neutral or dissatisfied
28144,Male,13,business,Group Travel,Individual/Couple,2,3,3,3,2,2,2,2,3,2,neutral or dissatisfied
59780,Male,13,academic,Personal Travel,Individual/Couple,1,4,1,1,5,5,5,5,5,5,neutral or dissatisfied
119377,Male,51,tourism,Group Travel,Group bookings,2,2,2,2,5,5,5,4,5,5,satisfied
19423,Male,24,tourism,Group Travel,Group bookings,2,5,5,5,2,2,2,4,4,2,neutral or dissatisfied
117758,Male,23,aviation,Group Travel,Individual/Couple,4,5,5,5,4,3,4,3,4,4,neutral or dissatisfied
35208,Male,40,business,Group Travel,Group bookings,4,4,4,4,1,2,2,1,2,1,satisfied
51159,Male,56,personal,Personal Travel,Individual/Couple,3,3,3,3,1,3,1,2,3,1,neutral or dissatisfied
24131,Male,17,tourism,Personal Travel,Individual/Couple,2,5,2,3,4,5,4,3,5,4,neutral or dissatisfied
14302,Male,46,academic,Group Travel,Individual/Couple,5,4,4,4,4,4,4,5,1,4,satisfied
54737,Male,61,personal,Personal Travel,Individual/Couple,2,4,2,2,5,4,5,3,4,5,neutral or dissatisfied
6663,Male,20,academic,Group Travel,Individual/Couple,2,0,2,2,1,1,1,3,5,1,neutral or dissatisfied
52697,Male,14,academic,Personal Travel,Not defined,3,4,3,2,2,2,2,4,5,2,neutral or dissatisfied
50436,Female,43,academic,Group Travel,Individual/Couple,2,2,2,2,4,4,3,1,3,2,neutral or dissatisfied
9138,Male,44,personal,Group Travel,Individual/Couple,2,5,3,2,1,1,1,5,4,1,neutral or dissatisfied
37789,Male,43,personal,Group Travel,Not defined,4,5,5,5,5,5,5,1,2,5,neutral or dissatisfied
35640,Male,9,academic,Group Travel,Individual/Couple,2,2,2,4,2,3,3,3,3,3,neutral or dissatisfied
33497,Male,46,tourism,Group Travel,Not defined,4,5,5,5,5,5,5,1,5,5,satisfied
88179,Female,23,academic,Group Travel,Individual/Couple,0,4,0,3,3,3,3,4,5,3,satisfied
56135,Male,53,academic,Group Travel,Group bookings,5,5,5,5,5,5,3,5,4,5,satisfied
22639,Male,24,academic,Personal Travel,Individual/Couple,4,1,4,2,2,2,2,1,3,2,neutral or dissatisfied
12770,Female,29,aviation,Group Travel,Not defined,2,2,2,4,1,1,1,1,3,1,neutral or dissatisfied
58445,Male,61,business,Personal Travel,Individual/Couple,3,3,3,3,5,5,5,2,4,5,neutral or dissatisfied
65893,Female,21,academic,Group Travel,Group bookings,4,4,4,4,2,2,2,4,5,2,satisfied
49442,Male,53,aviation,Group Travel,Individual/Couple,2,3,3,3,2,2,2,3,4,2,neutral or dissatisfied
23835,Female,44,business,Group Travel,Individual/Couple,4,2,2,2,5,2,4,1,4,5,satisfied
118128,Male,59,business,Group Travel,Group bookings,3,3,3,3,2,4,5,5,5,5,satisfied
30782,Female,35,tourism,Group Travel,Group bookings,1,1,1,1,4,2,4,2,4,5,satisfied
116597,Female,40,tourism,Group Travel,Group bookings,2,2,2,2,2,4,4,4,4,3,satisfied
76885,Female,22,tourism,Group Travel,Individual/Couple,3,5,3,5,5,5,5,3,4,5,neutral or dissatisfied
31384,Female,24,business,Group Travel,Individual/Couple,4,4,4,2,4,4,4,3,2,4,satisfied
12105,Male,47,academic,Group Travel,Group bookings,3,3,5,3,2,1,5,2,5,4,satisfied
19527,Male,39,business,Group Travel,Group bookings,3,2,2,2,2,3,3,3,3,2,neutral or dissatisfied
43659,Male,40,business,Group Travel,Individual/Couple,2,4,4,4,2,2,2,4,4,2,neutral or dissatisfied
50939,Female,40,academic,Personal Travel,Individual/Couple,1,3,1,4,3,5,3,4,3,3,neutral or dissatisfied
40389,Female,51,business,Group Travel,Group bookings,5,1,5,5,2,4,5,4,5,5,satisfied
71083,Female,22,business,Personal Travel,Individual/Couple,3,3,4,1,4,4,4,3,4,4,neutral or dissatisfied
127570,Male,19,aviation,Personal Travel,Individual/Couple,4,5,4,3,1,1,1,4,4,1,neutral or dissatisfied
34135,Male,77,business,Group Travel,Individual/Couple,4,4,4,4,4,4,4,4,2,4,neutral or dissatisfied
98985,Male,24,tourism,Personal Travel,Individual/Couple,1,5,5,1,1,1,1,4,3,1,neutral or dissatisfied
52086,Male,43,personal,Group Travel,Individual/Couple,1,4,4,4,1,1,1,2,3,1,neutral or dissatisfied
43677,Male,29,aviation,Personal Travel,Individual/Couple,2,4,2,2,2,2,2,5,5,2,neutral or dissatisfied
96909,Male,59,personal,Personal Travel,Individual/Couple,3,5,3,3,1,1,1,3,5,1,neutral or dissatisfied
16866,Female,48,personal,Group Travel,Individual/Couple,2,2,2,5,2,2,2,2,5,2,neutral or dissatisfied
47175,Female,25,tourism,Group Travel,Individual/Couple,3,3,3,4,4,4,4,1,3,4,neutral or dissatisfied
102094,Male,52,tourism,Group Travel,Group bookings,0,0,0,2,4,5,1,4,1,5,satisfied
82529,Male,13,business,Personal Travel,Individual/Couple,2,3,2,1,3,3,3,3,3,3,neutral or dissatisfied
116881,Female,27,academic,Group Travel,Group bookings,4,4,4,5,1,1,1,4,4,1,satisfied
85282,Female,8,tourism,Personal Travel,Individual/Couple,2,2,2,4,4,1,4,1,3,4,neutral or dissatisfied
45908,Male,40,academic,Group Travel,Group bookings,4,4,4,4,2,3,4,1,4,1,satisfied
121324,Male,36,academic,Personal Travel,Individual/Couple,1,4,1,1,5,5,5,5,4,5,neutral or dissatisfied
82933,Female,41,academic,Group Travel,Group bookings,3,3,3,2,4,4,4,4,4,4,satisfied
74363,Male,42,tourism,Group Travel,Group bookings,1,1,1,1,3,4,1,1,1,2,neutral or dissatisfied
41040,Female,7,tourism,Group Travel,Group bookings,3,2,5,5,3,3,3,3,3,3,neutral or dissatisfied
122543,Female,52,personal,Group Travel,Individual/Couple,3,5,5,5,4,3,3,1,3,2,neutral or dissatisfied
48323,Female,48,tourism,Group Travel,Not defined,4,3,5,5,2,2,4,4,4,5,satisfied
95505,Male,32,tourism,Group Travel,Not defined,2,5,5,5,2,2,2,4,3,2,neutral or dissatisfied
60243,Female,33,personal,Personal Travel,Individual/Couple,3,4,3,4,4,4,4,3,3,4,neutral or dissatisfied
24631,Male,11,tourism,Personal Travel,Individual/Couple,3,4,3,2,4,4,4,3,5,4,neutral or dissatisfied
106757,Male,43,academic,Personal Travel,Individual/Couple,2,4,2,3,4,4,4,5,4,4,neutral or dissatisfied
22781,Female,45,tourism,Group Travel,Group bookings,0,5,0,2,2,4,1,2,1,3,satisfied
41684,Male,7,academic,Personal Travel,Individual/Couple,2,4,2,3,2,2,2,4,5,2,neutral or dissatisfied
19970,Female,26,tourism,Group Travel,Individual/Couple,0,2,0,4,2,2,2,5,1,2,satisfied
112666,Male,36,tourism,Group Travel,Individual/Couple,2,2,1,3,5,5,5,2,4,5,neutral or dissatisfied
43003,Male,59,personal,Group Travel,Group bookings,4,4,4,4,1,5,5,5,5,3,satisfied
115383,Female,28,business,Group Travel,Group bookings,3,3,3,5,5,5,5,3,4,5,neutral or dissatisfied
80070,Female,23,aviation,Group Travel,Individual/Couple,3,3,3,3,5,5,5,3,4,5,neutral or dissatisfied
2040,Female,44,academic,Group Travel,Group bookings,1,1,1,1,5,4,5,5,5,5,satisfied
32298,Male,53,personal,Group Travel,Individual/Couple,3,2,2,2,3,3,3,4,2,3,satisfied
28750,Female,23,tourism,Group Travel,Individual/Couple,5,2,2,2,5,3,5,2,5,5,satisfied
41472,Male,34,academic,Group Travel,Individual/Couple,2,3,3,3,5,5,5,3,2,5,neutral or dissatisfied
123408,Male,28,business,Group Travel,Group bookings,3,3,3,3,4,4,4,4,4,4,satisfied
84049,Female,60,tourism,Group Travel,Group bookings,5,5,5,5,4,4,4,4,4,3,satisfied
73238,Male,59,tourism,Personal Travel,Not defined,5,3,5,5,5,5,5,4,4,5,satisfied
48972,Female,43,business,Group Travel,Group bookings,1,1,1,1,1,4,5,4,5,5,satisfied
31337,Male,24,tourism,Personal Travel,Individual/Couple,4,4,4,1,2,2,2,5,5,2,neutral or dissatisfied
93942,Female,59,academic,Personal Travel,Individual/Couple,3,5,4,4,3,4,3,2,3,3,neutral or dissatisfied
95030,Female,41,tourism,Personal Travel,Individual/Couple,4,3,4,4,3,3,3,3,4,3,neutral or dissatisfied
83829,Male,33,tourism,Group Travel,Group bookings,1,1,1,3,1,5,1,5,5,1,neutral or dissatisfied
115993,Male,36,academic,Personal Travel,Individual/Couple,1,2,1,4,1,1,1,2,4,1,neutral or dissatisfied
8310,Female,36,business,Group Travel,Not defined,3,3,3,3,1,1,1,4,3,1,neutral or dissatisfied
98233,Male,53,tourism,Group Travel,Group bookings,5,5,5,5,5,5,4,5,4,3,satisfied
75963,Male,24,aviation,Group Travel,Group bookings,4,3,4,2,2,2,2,5,5,2,satisfied
86439,Male,42,personal,Group Travel,Group bookings,1,5,5,5,1,4,1,1,1,3,neutral or dissatisfied
113336,Female,24,aviation,Group Travel,Group bookings,2,1,2,3,1,1,1,3,3,1,neutral or dissatisfied
63534,Male,40,business,Group Travel,Group bookings,3,1,1,1,2,4,3,2,3,3,neutral or dissatisfied
6446,Female,23,aviation,Personal Travel,Individual/Couple,3,5,3,1,4,4,4,3,5,4,neutral or dissatisfied
117745,Male,38,business,Personal Travel,Individual/Couple,4,3,4,4,5,5,5,3,4,5,satisfied
54166,Male,10,academic,Group Travel,Group bookings,5,5,5,5,4,4,4,2,5,4,satisfied
68169,Female,42,academic,Group Travel,Individual/Couple,1,1,1,1,4,3,1,2,1,1,neutral or dissatisfied
9680,Female,55,tourism,Group Travel,Group bookings,5,5,5,5,3,5,5,5,5,4,satisfied
85959,Female,26,tourism,Group Travel,Group bookings,4,4,4,1,2,2,2,5,5,2,neutral or dissatisfied
69966,Female,48,tourism,Group Travel,Group bookings,3,4,3,3,5,4,5,4,5,4,satisfied
95743,Male,27,academic,Group Travel,Group bookings,1,1,1,3,1,1,1,3,4,1,neutral or dissatisfied
11495,Female,37,tourism,Personal Travel,Not defined,2,4,0,2,3,3,3,3,5,3,neutral or dissatisfied
57351,Female,20,academic,Group Travel,Individual/Couple,2,2,2,4,5,5,5,2,4,5,neutral or dissatisfied
11628,Female,25,business,Group Travel,Group bookings,3,4,3,2,2,5,2,4,4,2,neutral or dissatisfied
8196,Male,39,business,Group Travel,Group bookings,2,2,2,2,2,2,4,2,4,4,satisfied
122548,Male,35,academic,Group Travel,Individual/Couple,3,4,4,4,3,3,3,4,3,3,neutral or dissatisfied
57916,Male,8,academic,Personal Travel,Individual/Couple,3,4,3,2,3,3,3,3,4,3,neutral or dissatisfied
27563,Female,20,personal,Personal Travel,Individual/Couple,2,5,2,1,3,3,3,3,4,3,neutral or dissatisfied
119531,Female,58,tourism,Personal Travel,Individual/Couple,4,5,4,3,3,4,5,4,5,5,neutral or dissatisfied
48776,Male,69,tourism,Group Travel,Group bookings,1,1,3,1,5,2,1,3,1,1,neutral or dissatisfied
103525,Female,60,academic,Personal Travel,Group bookings,4,4,4,1,3,5,4,5,4,3,neutral or dissatisfied
44831,Female,54,business,Personal Travel,Individual/Couple,2,5,2,1,4,4,2,3,2,3,neutral or dissatisfied
125718,Female,55,tourism,Personal Travel,Individual/Couple,3,4,3,3,1,2,3,5,3,3,neutral or dissatisfied
32199,Female,26,business,Group Travel,Group bookings,5,5,5,5,5,4,5,4,3,5,satisfied
44918,Male,34,business,Group Travel,Individual/Couple,2,0,2,4,4,4,4,2,3,4,neutral or dissatisfied
95333,Male,29,business,Personal Travel,Individual/Couple,2,4,2,4,4,4,4,3,5,4,neutral or dissatisfied
21163,Male,50,tourism,Group Travel,Not defined,5,3,3,3,5,5,5,4,3,5,satisfied
101507,Male,39,aviation,Group Travel,Individual/Couple,3,4,1,4,3,3,3,2,3,3,neutral or dissatisfied
56764,Female,64,tourism,Group Travel,Not defined,1,1,1,3,4,4,4,3,3,4,neutral or dissatisfied
92986,Male,29,aviation,Group Travel,Individual/Couple,3,4,4,3,4,1,4,1,2,4,neutral or dissatisfied
73431,Male,19,personal,Personal Travel,Individual/Couple,2,4,2,2,4,4,4,4,5,4,neutral or dissatisfied
93439,Female,36,tourism,Group Travel,Group bookings,1,1,1,1,2,5,5,1,5,5,satisfied
18560,Female,48,business,Group Travel,Group bookings,3,3,3,3,3,4,3,3,3,3,neutral or dissatisfied
49311,Female,42,aviation,Group Travel,Individual/Couple,4,4,2,2,1,2,4,4,4,4,satisfied
59354,Female,42,tourism,Group Travel,Group bookings,5,5,5,5,5,5,4,4,4,4,satisfied
48603,Male,45,tourism,Personal Travel,Individual/Couple,3,4,4,2,1,1,1,3,5,1,neutral or dissatisfied
84935,Female,59,academic,Personal Travel,Individual/Couple,2,4,2,4,5,3,2,4,2,3,neutral or dissatisfied
125742,Female,20,personal,Group Travel,Individual/Couple,5,5,5,5,3,4,3,5,4,3,satisfied
74405,Female,36,business,Group Travel,Group bookings,2,4,4,4,2,3,2,3,2,1,neutral or dissatisfied
126313,Female,36,academic,Personal Travel,Individual/Couple,4,5,4,4,5,5,5,4,4,5,satisfied
38853,Female,28,tourism,Group Travel,Group bookings,2,2,2,2,5,5,5,3,4,5,satisfied
2168,Female,55,personal,Group Travel,Group bookings,3,3,3,3,5,5,4,3,4,4,satisfied
51625,Male,53,academic,Group Travel,Individual/Couple,4,4,4,4,3,3,3,5,1,3,satisfied
116827,Male,62,tourism,Group Travel,Group bookings,5,5,5,5,3,5,5,5,5,4,satisfied
106453,Male,39,business,Group Travel,Group bookings,1,1,1,1,2,5,4,4,4,4,satisfied
23074,Male,21,business,Personal Travel,Not defined,3,0,3,4,4,4,4,2,4,4,neutral or dissatisfied
77111,Female,44,business,Group Travel,Group bookings,4,5,5,5,4,4,4,4,4,4,neutral or dissatisfied
126976,Female,18,tourism,Group Travel,Individual/Couple,5,0,5,5,2,2,2,3,5,2,satisfied
59899,Male,46,tourism,Group Travel,Group bookings,3,3,3,4,4,4,4,4,5,4,neutral or dissatisfied
120847,Female,8,academic,Group Travel,Group bookings,3,5,5,5,3,3,3,4,3,3,neutral or dissatisfied
96300,Female,60,business,Personal Travel,Individual/Couple,3,5,3,5,5,5,4,4,4,3,neutral or dissatisfied
27744,Female,14,business,Group Travel,Individual/Couple,5,4,4,4,5,3,5,4,2,5,satisfied
83102,Male,46,aviation,Personal Travel,Individual/Couple,3,5,3,5,3,3,3,3,4,3,neutral or dissatisfied
84829,Female,32,tourism,Group Travel,Group bookings,2,1,3,1,2,2,2,2,3,2,neutral or dissatisfied
127241,Male,57,tourism,Group Travel,Group bookings,2,2,2,2,3,5,5,3,5,4,satisfied
34579,Male,38,business,Group Travel,Group bookings,2,2,2,2,5,1,5,2,5,5,satisfied
92585,Female,56,personal,Group Travel,Group bookings,3,3,2,3,5,4,4,3,4,5,satisfied
28442,Male,68,business,Personal Travel,Individual/Couple,2,5,2,3,2,3,5,3,4,3,neutral or dissatisfied
87561,Female,26,tourism,Group Travel,Individual/Couple,2,4,2,3,5,5,5,2,3,5,neutral or dissatisfied
120474,Female,65,business,Personal Travel,Individual/Couple,2,4,5,3,1,4,2,4,2,2,neutral or dissatisfied
47081,Female,39,business,Personal Travel,Individual/Couple,3,5,2,1,2,2,2,4,5,2,neutral or dissatisfied
18385,Male,28,tourism,Group Travel,Group bookings,4,4,4,4,4,4,4,1,3,4,neutral or dissatisfied
118181,Male,39,tourism,Group Travel,Group bookings,1,4,4,4,3,1,1,1,1,2,neutral or dissatisfied
64515,Male,45,academic,Personal Travel,Group bookings,1,5,1,1,4,4,2,3,2,3,neutral or dissatisfied
14362,Female,25,tourism,Personal Travel,Not defined,2,4,2,2,2,2,2,2,3,2,neutral or dissatisfied
113761,Female,17,business,Personal Travel,Individual/Couple,2,4,2,3,5,5,5,3,4,5,neutral or dissatisfied
23253,Male,25,academic,Group Travel,Group bookings,1,1,1,1,1,1,1,1,3,1,neutral or dissatisfied
120275,Female,29,aviation,Group Travel,Group bookings,2,2,2,3,4,4,4,3,5,4,neutral or dissatisfied
66605,Male,12,tourism,Personal Travel,Individual/Couple,3,5,4,1,3,3,3,3,5,3,neutral or dissatisfied
68258,Male,41,aviation,Personal Travel,Individual/Couple,2,5,2,4,3,5,3,5,5,3,neutral or dissatisfied
10179,Female,56,academic,Group Travel,Group bookings,2,2,4,2,5,5,4,3,4,4,satisfied
124680,Male,33,academic,Group Travel,Group bookings,5,5,5,5,4,4,4,4,5,4,satisfied
67492,Female,41,tourism,Group Travel,Group bookings,4,4,4,4,3,5,4,5,4,3,satisfied
127809,Male,49,academic,Group Travel,Group bookings,1,1,1,1,3,5,3,5,3,4,satisfied
13596,Male,10,academic,Personal Travel,Individual/Couple,2,4,2,4,3,3,3,4,5,3,neutral or dissatisfied
47635,Male,21,business,Group Travel,Group bookings,2,2,2,2,4,4,4,4,5,4,satisfied
41979,Male,22,tourism,Personal Travel,Individual/Couple,4,1,4,4,5,5,5,4,4,5,neutral or dissatisfied
108856,Female,55,personal,Group Travel,Individual/Couple,1,2,2,2,2,3,1,4,1,1,neutral or dissatisfied
14791,Male,52,aviation,Group Travel,Group bookings,1,3,3,3,1,4,1,2,1,4,neutral or dissatisfied
94490,Male,16,business,Group Travel,Group bookings,2,2,2,2,4,4,4,3,4,4,satisfied
46621,Female,67,aviation,Group Travel,Group bookings,1,2,2,2,4,3,3,3,3,1,neutral or dissatisfied
38131,Male,22,business,Group Travel,Group bookings,2,2,2,2,5,5,5,2,5,5,satisfied
62536,Female,44,academic,Group Travel,Group bookings,1,3,1,1,2,5,5,4,5,3,satisfied
74125,Male,24,personal,Group Travel,Individual/Couple,1,3,3,3,1,2,1,3,4,1,neutral or dissatisfied
111319,Female,17,aviation,Group Travel,Individual/Couple,4,2,4,4,4,4,4,3,3,4,neutral or dissatisfied
47925,Male,52,academic,Personal Travel,Individual/Couple,2,4,2,1,3,3,3,5,2,3,neutral or dissatisfied
70335,Female,57,personal,Group Travel,Group bookings,1,1,1,1,2,4,3,3,3,4,satisfied
62688,Male,33,business,Group Travel,Group bookings,1,3,3,3,1,1,4,1,2,1,neutral or dissatisfied
65912,Female,57,aviation,Group Travel,Group bookings,2,3,3,3,4,3,2,2,2,1,neutral or dissatisfied
85869,Male,51,tourism,Group Travel,Group bookings,1,1,1,1,2,4,3,3,3,3,satisfied
77765,Female,35,academic,Personal Travel,Individual/Couple,3,1,3,2,3,3,3,3,2,3,neutral or dissatisfied
21934,Male,48,academic,Group Travel,Individual/Couple,2,2,3,2,2,2,2,4,3,2,neutral or dissatisfied
35827,Male,24,academic,Group Travel,Group bookings,5,0,5,5,3,3,3,3,5,3,satisfied
86391,Female,41,academic,Group Travel,Group bookings,2,2,2,2,4,4,5,4,5,3,satisfied
88776,Female,23,personal,Group Travel,Group bookings,3,3,3,3,5,5,5,4,4,5,satisfied
52571,Female,44,tourism,Group Travel,Individual/Couple,4,3,3,3,4,5,4,3,4,4,satisfied
34126,Female,36,business,Group Travel,Group bookings,1,1,1,1,4,3,4,2,4,4,satisfied
471,Female,56,tourism,Group Travel,Group bookings,1,1,1,1,4,5,4,4,4,4,satisfied
3685,Male,50,business,Group Travel,Group bookings,3,1,4,4,4,2,3,2,3,2,neutral or dissatisfied
20878,Male,25,business,Group Travel,Not defined,5,0,5,3,5,5,5,4,1,5,satisfied
40961,Female,22,academic,Group Travel,Group bookings,4,4,3,4,5,5,5,5,4,5,satisfied
101060,Female,45,academic,Group Travel,Group bookings,2,2,5,2,4,3,2,2,2,1,neutral or dissatisfied
32380,Female,42,tourism,Group Travel,Group bookings,3,5,5,5,5,4,2,1,2,1,neutral or dissatisfied
